uniqueID,reject,Recruit_year,Cohort,Discipline,top100,PI,avg_pub,avg_FA_pub,avg_FA_top10pub,avg_LA_pub,avg_LA_top10pub,grant_nlg
1_403,0,2012,3,INFORMATION SCIENCE,1,0,6.333333333333333,2,1.3333333333333333,1,0,83344.44444444444
1_404,1,2012,3,INFORMATION SCIENCE,0,1,1.2,0,0,0.2,0,75921.92761904762
1_407,0,2012,3,CHEMISTRY,0,0,0.2,0.2,0,0,0,0
1_408,1,2012,3,PHYSICS AND MATHEMATICS,NA,0,2,0.6,0.4,0.6,0.2,0
1_409,0,2012,3,INFORMATION SCIENCE,1,1,1,0.3333333333333333,0,0,0,0
1_41,0,2011,1,CHEMISTRY,1,1,2,1,0.4,0,0,0
1_412,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,1,0,0.75,0.5,0,0.25,0,0
1_413,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,0,0,1.3333333333333333,1,0,0,0,0
1_415,0,2012,3,CHEMISTRY,1,1,8,2.6666666666666665,2.6666666666666665,0,0,0
1_418,0,2012,3,INFORMATION SCIENCE,1,1,2.8,0,0,2.6,0.4,10
1_42,0,2011,1,CHEMISTRY,1,0,1.2,0.8,0.6,0,0,0
1_420,0,2012,3,INFORMATION SCIENCE,1,0,1.75,1.5,0.5,0.25,0,0
1_421,1,2012,3,LIFE SCIENCE,1,1,1.8,1,0.2,0,0,0
1_423,1,2012,3,CHEMISTRY,1,1,1.8,0.4,0,0,0,0
1_424,1,2012,3,CHEMISTRY,0,1,2.2,0.6,0.2,1.4,0.6,0
1_427,0,2012,3,INFORMATION SCIENCE,1,1,1,0.75,0.5,0.25,0.25,0
1_428,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,1,1,3.2,0.4,0.4,1.8,1,12500
1_429,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,1,1,1.2,0.6,0.4,0,0,0
1_435,0,2012,3,CHEMISTRY,0,0,2.5,1,1,0,0,0
1_437,0,2012,3,INFORMATION SCIENCE,1,0,3,0.5,0,0.25,0.25,0
1_44,0,2011,1,ENVIRONMENTAL AND EARTH SCIENCE,0,0,2.2,1.6,1.2,0,0,0
1_440,0,2012,3,LIFE SCIENCE,0,0,0.6,0.4,0.4,0,0,0
1_442,0,2012,3,LIFE SCIENCE,0,0,0.4,0.2,0.2,0,0,0
1_443,0,2012,3,LIFE SCIENCE,0,0,1.6,1,0,0,0,0
1_448,0,2012,3,PHYSICS AND MATHEMATICS,1,0,3.4,1,0.6,0,0,0
1_449,0,2012,3,PHYSICS AND MATHEMATICS,1,0,1.6,1.2,0,1,0.2,0
1_45,0,2011,1,ENVIRONMENTAL AND EARTH SCIENCE,1,0,2.3333333333333335,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
1_451,0,2012,3,PHYSICS AND MATHEMATICS,1,0,0.8,0,0,0.8,0.6,0
1_452,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,1,0,1.5,0.75,0.75,0,0,0
1_453,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,1,0,1.5,1,1,0,0,0
1_454,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,1,0,2,1,0.6666666666666666,0.6666666666666666,0,0
1_459,0,2012,3,CHEMISTRY,0,0,1.2,0.4,0.4,0,0,32009.333333333332
1_46,0,2011,1,ENVIRONMENTAL AND EARTH SCIENCE,0,0,4,1.2,0.6,0.8,0,0
1_461,0,2012,3,INFORMATION SCIENCE,0,0,0.6,0,0,0,0,0
1_462,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,1,1,2.2,1.2,0,0.6,0,0
1_465,1,2012,3,ENVIRONMENTAL AND EARTH SCIENCE,0,1,1,1,0.25,0,0,0
1_466,1,2012,3,ENGINEERING AND MATERIALS SCIENCE,0,1,2.4,1.6,0.4,0.4,0,31106
1_467,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,0,0,5.333333333333333,2.6666666666666665,2,0,0,0
1_468,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,0,0,1.6666666666666667,0.6666666666666666,0,0.3333333333333333,0,16.666666666666668
1_469,0,2012,3,CHEMISTRY,0,0,2,0.5,0.5,0.5,0.5,0
1_470,1,2012,3,INFORMATION SCIENCE,0,1,3,1.4,0,0.2,0,0
1_471,0,2012,3,INFORMATION SCIENCE,0,1,1.4,0.4,0,0.2,0,29603
1_472,1,2012,3,ENGINEERING AND MATERIALS SCIENCE,0,1,2.3333333333333335,1.3333333333333333,0.6666666666666666,0,0,0
1_474,0,2012,3,PHYSICS AND MATHEMATICS,1,0,2.6666666666666665,0.6666666666666666,0.3333333333333333,0,0,0
1_476,0,2012,3,INFORMATION SCIENCE,0,0,1,0.8,0.4,0,0,0
1_477,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,1,0,2,1.25,0.25,0,0,0
1_478,0,2012,3,LIFE SCIENCE,0,0,0.8,0.4,0.4,0,0,0
1_479,0,2012,3,LIFE SCIENCE,0,0,0.8,0.4,0.4,0,0,6000
1_48,0,2011,1,ENVIRONMENTAL AND EARTH SCIENCE,1,0,4,1.3333333333333333,0.3333333333333333,0,0,0
1_480,0,2012,3,PHYSICS AND MATHEMATICS,0,0,2.5,0.5,0.25,0,0,0
1_481,0,2012,3,PHYSICS AND MATHEMATICS,1,0,1.4,0.8,0.2,0,0,0
1_483,0,2012,3,PHYSICS AND MATHEMATICS,0,0,0,0,0,0,0,184020
1_484,0,2012,3,PHYSICS AND MATHEMATICS,1,0,0,0,0,0,0,0
1_487,0,2012,3,CHEMISTRY,1,0,2.6666666666666665,1.6666666666666667,1.3333333333333333,0,0,0
1_489,0,2012,3,ENVIRONMENTAL AND EARTH SCIENCE,1,0,2.6666666666666665,2,1,0,0,0
1_49,1,2011,1,ENVIRONMENTAL AND EARTH SCIENCE,1,0,1.4,0.8,0.6,0,0,0
1_490,0,2012,3,LIFE SCIENCE,1,0,2.6,0.6,0.6,0,0,26.8
1_492,0,2012,3,LIFE SCIENCE,0,0,2.6,0.8,0.2,0.2,0,0
1_493,0,2012,3,LIFE SCIENCE,0,0,1,0.4,0,0,0,0
1_497,0,2012,3,LIFE SCIENCE,1,0,1.4,0.8,0.8,0,0,0
1_5,0,2011,1,PHYSICS AND MATHEMATICS,1,0,0,0,0,0,0,0
1_50,0,2011,1,ENVIRONMENTAL AND EARTH SCIENCE,0,0,2.6,1,0.8,0.2,0,326666.6666666666
1_502,0,2012,3,LIFE SCIENCE,0,0,2.6,1.2,1,0,0,0
1_504,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,1,0,0.6,0.6,0,0.4,0,0
1_506,0,2012,3,PHYSICS AND MATHEMATICS,1,0,1.8,0.6,0.4,0.4,0.4,0
1_507,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,1,0,0.6,0,0,0,0,0
1_509,1,2012,3,INFORMATION SCIENCE,0,1,1,1,0.5,0,0,0
1_512,0,2012,3,ENVIRONMENTAL AND EARTH SCIENCE,0,1,0.8,0.4,0.2,0,0,0
1_518,0,2012,3,LIFE SCIENCE,1,1,1,0,0,0,0,0
1_522,0,2012,3,LIFE SCIENCE,1,0,0.8,0.4,0.4,0,0,0
1_527,0,2012,3,ENGINEERING AND MATERIALS SCIENCE,0,0,0.5,0.5,0,0,0,2.5
1_53,0,2011,1,ENVIRONMENTAL AND EARTH SCIENCE,0,0,3,2,1.75,0.5,0.5,0
1_530,0,2012,3,LIFE SCIENCE,0,0,1,0.8,0.4,0,0,0
1_531,0,2012,3,ENVIRONMENTAL AND EARTH SCIENCE,1,1,1,1,0.5,0,0,16500
1_532,0,2012,3,PHYSICS AND MATHEMATICS,0,0,1.5,1,0.75,0,0,0
1_536,0,2012,3,PHYSICS AND MATHEMATICS,0,1,1,0.5,0,0.5,0,0
1_539,0,2013,4,CHEMISTRY,0,1,1.3333333333333333,0.3333333333333333,0,0,0,0
1_540,0,2013,4,LIFE SCIENCE,1,0,4.2,0.8,0.6,0,0,0
1_541,0,2013,4,PHYSICS AND MATHEMATICS,1,0,4,2,2,0,0,0
1_546,0,2013,4,PHYSICS AND MATHEMATICS,1,1,3,1.6666666666666667,0.3333333333333333,1,0,0
1_548,0,2013,4,CHEMISTRY,0,1,2,1,0.3333333333333333,0,0,0
1_549,0,2013,4,PHYSICS AND MATHEMATICS,0,1,0,0,0,0,0,0
1_55,0,2011,1,ENVIRONMENTAL AND EARTH SCIENCE,0,0,3.2,1.8,1,0,0,0
1_552,0,2013,4,LIFE SCIENCE,1,0,1.4,0.4,0.4,0,0,0
1_554,0,2013,4,LIFE SCIENCE,1,0,1.6,0.6,0,0,0,0
1_555,0,2013,4,LIFE SCIENCE,0,0,4.6,0.8,0.2,0.2,0,0
1_557,1,2013,4,INFORMATION SCIENCE,1,1,3.4,1,0.2,1.8,0.2,0
1_558,0,2013,4,INFORMATION SCIENCE,1,0,1.5,1.5,0,0,0,0
1_56,0,2011,1,INFORMATION SCIENCE,1,0,4,1,1,0,0,0
1_561,0,2013,4,ENVIRONMENTAL AND EARTH SCIENCE,0,0,7,3,1.6666666666666667,2.6666666666666665,0,33333.333333333336
1_562,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,1,1,0.6666666666666666,0.6666666666666666,0,0,0
1_564,0,2013,4,INFORMATION SCIENCE,1,1,2.8,1.2,0,0,0,0
1_570,0,2013,4,LIFE SCIENCE,1,0,0.8,0.4,0.2,0,0,0
1_571,0,2013,4,CHEMISTRY,0,1,3.4,0.2,0.2,0.6,0.4,0
1_573,0,2013,4,INFORMATION SCIENCE,1,0,3.2,1,0.4,0.4,0.2,0
1_574,1,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,1,5.4,0.2,0.2,2,0.6,206625.5866666667
1_575,1,2013,4,INFORMATION SCIENCE,1,1,0.6,0,0,0.2,0.2,0
1_576,0,2013,4,INFORMATION SCIENCE,1,0,2.8,0.8,0.2,0,0,0
1_578,1,2013,4,INFORMATION SCIENCE,1,1,1,0.6,0.2,0,0,7278.2
1_579,0,2013,4,CHEMISTRY,1,0,4,3.3333333333333335,1.6666666666666667,0,0,0
1_58,0,2011,1,INFORMATION SCIENCE,0,1,4.2,1.2,0.4,0,0,16.666666666666664
1_580,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,0,2.2,1.4,0.6,0.8,0.2,0
1_581,0,2013,4,CHEMISTRY,1,1,2.6666666666666665,1.6666666666666667,1,0,0,0
1_584,0,2013,4,LIFE SCIENCE,0,0,1.25,0.5,0.25,0,0,0
1_586,0,2013,4,INFORMATION SCIENCE,1,0,4.75,0.75,0.75,0.25,0,0
1_587,0,2013,4,LIFE SCIENCE,1,1,1.3333333333333333,1,0,0,0,0
1_588,0,2013,4,PHYSICS AND MATHEMATICS,0,1,2.5,1.5,1,0.5,0.25,0
1_59,1,2011,1,INFORMATION SCIENCE,0,1,6.6,4,1.2,4,1.2,0
1_590,0,2013,4,INFORMATION SCIENCE,1,0,0.6,0.4,0,0,0,0
1_591,0,2013,4,CHEMISTRY,1,0,0.5,0.5,0.5,0,0,0
1_594,0,2013,4,INFORMATION SCIENCE,0,1,0,0,0,0,0,0
1_595,0,2013,4,PHYSICS AND MATHEMATICS,0,0,3.5,2,1.25,0,0,0
1_596,1,2013,4,INFORMATION SCIENCE,0,1,5.2,0.6,0,2.8,0.8,153797.4019047619
1_597,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,1,0,0,0,0,0,0
1_599,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,0,0,4.333333333333333,1.6666666666666667,0.3333333333333333,0,0,20833.333333333332
1_6,0,2011,1,PHYSICS AND MATHEMATICS,0,0,3.6666666666666665,0.6666666666666666,0.6666666666666666,0,0,0
1_60,0,2011,1,INFORMATION SCIENCE,0,0,3.4,1.2,0.2,0,0,0
1_601,0,2013,4,INFORMATION SCIENCE,1,0,5.5,1,1,0.5,0.5,0
1_602,0,2013,4,INFORMATION SCIENCE,1,0,2.25,0,0,0,0,0
1_604,0,2013,4,ENVIRONMENTAL AND EARTH SCIENCE,0,0,2,1,1,0.4,0.2,0
1_605,0,2013,4,ENVIRONMENTAL AND EARTH SCIENCE,0,1,2.6,0.8,0.4,0,0,0
1_607,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,0,2,1,0.5,0,0,0
1_608,0,2013,4,CHEMISTRY,1,0,3,1.4,0.4,0.2,0,0
1_61,0,2011,1,INFORMATION SCIENCE,0,1,5.6,3,0.8,3.8,0.8,0
1_612,0,2013,4,LIFE SCIENCE,0,1,3,3,0,0,0,0
1_617,0,2013,4,CHEMISTRY,0,0,10.5,1.5,1.5,0,0,0
1_618,0,2013,4,LIFE SCIENCE,1,1,1.2,0.2,0.2,0,0,0
1_619,0,2013,4,LIFE SCIENCE,0,1,3.5,1.5,0.5,0,0,0
1_62,0,2011,1,INFORMATION SCIENCE,0,1,7.4,0.6,0.2,2.2,0.6,0
1_621,0,2013,4,LIFE SCIENCE,1,1,2.3333333333333335,1.3333333333333333,1.3333333333333333,0,0,18333.333333333332
1_622,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,0,3.4,2,1,0.4,0,0
1_623,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,0,1,1.4,1,0.4,0.2,0,0
1_624,1,2013,4,LIFE SCIENCE,1,0,2,0.3333333333333333,0.3333333333333333,0,0,25188.666666666668
1_625,1,2013,4,LIFE SCIENCE,0,1,4,0.2,0.2,2.4,1.8,71043.48571428572
1_626,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,0,0,3.6666666666666665,2.3333333333333335,2.3333333333333335,0.3333333333333333,0,0
1_628,1,2013,4,LIFE SCIENCE,1,1,2,0,0,1.2,0.2,96941.85
1_63,1,2011,1,INFORMATION SCIENCE,0,0,0,0,0,0,0,0
1_632,1,2013,4,LIFE SCIENCE,1,1,1.3333333333333333,0.3333333333333333,0,0,0,0
1_633,0,2013,4,INFORMATION SCIENCE,1,1,1.8,1,0.6,0,0,0
1_634,0,2013,4,INFORMATION SCIENCE,1,1,1.2,1,0,0.2,0,0
1_635,1,2013,4,ENGINEERING AND MATERIALS SCIENCE,0,1,4,2.2,0.2,1,0,64989.4704
1_637,0,2013,4,CHEMISTRY,0,0,3.2,0.6,0.6,0,0,0
1_638,0,2013,4,INFORMATION SCIENCE,0,1,2.3333333333333335,1,1,0,0,0
1_639,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,1,0.4,0.4,0,0,0,0
1_64,0,2011,1,INFORMATION SCIENCE,1,0,4.2,0.2,0,0.4,0.2,0
1_640,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,0,2.6,2.2,0.4,1,0.2,0
1_642,0,2013,4,CHEMISTRY,1,0,2.8,0.8,0.6,0,0,32000
1_643,0,2013,4,INFORMATION SCIENCE,0,0,1.4,0.8,0,0,0,0
1_644,0,2013,4,LIFE SCIENCE,0,1,2,1,0.8,0,0,0
1_645,0,2013,4,ENVIRONMENTAL AND EARTH SCIENCE,1,0,4.8,2.4,2.2,0,0,0
1_646,0,2013,4,LIFE SCIENCE,1,0,3,0,0,0,0,0
1_65,1,2011,1,INFORMATION SCIENCE,1,1,0.8,0.8,0.2,0,0,0
1_650,0,2013,4,LIFE SCIENCE,0,0,1,0.75,0.25,0.25,0,0
1_651,0,2013,4,PHYSICS AND MATHEMATICS,0,1,8.6,0,0,4,0.4,0
1_652,0,2013,4,CHEMISTRY,0,1,2.5,2.5,0.5,0,0,0
1_653,0,2013,4,CHEMISTRY,1,1,4.5,2.5,2,0,0,0
1_654,0,2013,4,LIFE SCIENCE,1,0,0.5,0.5,0.5,0,0,0
1_656,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,1,2.6,0,0,1,0,0
1_658,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,0,1,2.6666666666666665,1.6666666666666667,1,0,0,0
1_661,0,2013,4,CHEMISTRY,0,0,1.5,1,1,0,0,0
1_664,0,2013,4,ENVIRONMENTAL AND EARTH SCIENCE,0,0,1.5,1,0.75,0,0,0
1_666,0,2013,4,PHYSICS AND MATHEMATICS,0,0,2,1,0.75,0.5,0.5,0
1_668,0,2013,4,PHYSICS AND MATHEMATICS,1,1,1,0,0,1,0.8,0
1_670,0,2013,4,PHYSICS AND MATHEMATICS,0,0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0,0,0
1_671,0,2013,4,PHYSICS AND MATHEMATICS,1,0,1.8,0.8,0.4,0,0,0
1_672,1,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,1,1,0.8,0.4,0,0,55622.25714285714
1_673,1,2013,4,PHYSICS AND MATHEMATICS,1,0,2,0.8,0,0,0,0
1_674,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,0,0.4,0.2,0,0,0,0
1_675,0,2013,4,INFORMATION SCIENCE,0,0,7.75,5.25,1.25,0,0,5000
1_676,0,2013,4,CHEMISTRY,0,0,2,1.8,1.2,0,0,0
1_677,0,2013,4,PHYSICS AND MATHEMATICS,1,1,15.75,0,0,0,0,0
1_680,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,1,2.6666666666666665,0.3333333333333333,0,0,0,0
1_683,0,2013,4,ENVIRONMENTAL AND EARTH SCIENCE,1,1,1.25,0.5,0.25,0.25,0,0
1_685,0,2013,4,ENVIRONMENTAL AND EARTH SCIENCE,NA,1,3.5,0.75,0,0.5,0,0
1_688,0,2013,4,CHEMISTRY,0,0,1.6,0.6,0.4,0.2,0,0
1_689,0,2013,4,CHEMISTRY,0,0,1,0.5,0.25,0,0,0
1_691,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,0,0,5.333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0,4.166666666666667
1_695,0,2013,4,LIFE SCIENCE,0,1,0,0,0,0,0,0
1_698,0,2013,4,CHEMISTRY,0,0,4,0.5,0,0,0,0
1_699,0,2013,4,LIFE SCIENCE,1,1,2,0.6,0.4,0,0,0
1_7,0,2011,1,PHYSICS AND MATHEMATICS,0,0,1.8,1.4,0.6,0,0,0
1_700,1,2013,4,LIFE SCIENCE,0,1,4.6,0.4,0,0.4,0.2,563925.8923076923
1_703,0,2013,4,PHYSICS AND MATHEMATICS,1,0,5,0.5,0,1,0,0
1_705,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,1,0.75,0.75,0.5,0,0,0
1_711,1,2013,4,LIFE SCIENCE,1,0,1,0.4,0.4,0,0,0
1_712,0,2013,4,ENGINEERING AND MATERIALS SCIENCE,1,0,0,0,0,0,0,0
1_713,0,2013,4,CHEMISTRY,0,1,2.2,0.2,0.2,0.2,0.2,0
1_717,0,2013,4,INFORMATION SCIENCE,0,1,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0
1_719,0,2013,4,PHYSICS AND MATHEMATICS,0,0,0.6,0,0,0,0,0
1_72,0,2011,1,INFORMATION SCIENCE,1,0,3.4,2,0.2,1,0,0
1_73,0,2011,1,INFORMATION SCIENCE,1,0,4,2.8,0.4,1,0,0
1_74,0,2011,1,INFORMATION SCIENCE,0,1,2.6,2,1,0.4,0.4,40500
1_75,0,2011,1,INFORMATION SCIENCE,1,0,1.6,0.8,0.8,0,0,0
1_78,0,2011,1,ENGINEERING AND MATERIALS SCIENCE,0,0,2.25,1.25,0.5,0,0,0
1_84,1,2011,1,ENGINEERING AND MATERIALS SCIENCE,0,1,5,0.2,0.2,1.6,0.6,0
1_87,0,2011,1,ENGINEERING AND MATERIALS SCIENCE,0,0,0.8,0.8,0.2,0,0,0
1_89,0,2011,1,ENGINEERING AND MATERIALS SCIENCE,1,0,0.5,0,0,0,0,2.0833333333333335
1_9,0,2011,1,PHYSICS AND MATHEMATICS,0,0,4.4,1.4,0.4,0,0,0
1_90,1,2011,1,ENGINEERING AND MATERIALS SCIENCE,0,1,1.25,0.25,0,0,0,0
1_92,0,2011,1,ENGINEERING AND MATERIALS SCIENCE,1,0,1.75,1.75,0.25,0,0,0
1_93,0,2011,1,ENGINEERING AND MATERIALS SCIENCE,0,0,3,2,0,0.6666666666666666,0,0
1_94,1,2011,1,ENGINEERING AND MATERIALS SCIENCE,1,1,4.5,3,1.5,1,0,0
1_95,0,2011,1,ENGINEERING AND MATERIALS SCIENCE,0,0,3.5,2,0,0,0,0
1_96,0,2011,1,ENGINEERING AND MATERIALS SCIENCE,0,0,12,4.666666666666667,2.6666666666666665,4.333333333333333,0.3333333333333333,0
1_97,1,2011,1,ENGINEERING AND MATERIALS SCIENCE,0,1,1.8,0.8,0.6,0,0,0
1_98,0,2011,1,ENGINEERING AND MATERIALS SCIENCE,1,0,2.4,1,0.6,0,0,0
1_99,0,2011,1,ENGINEERING AND MATERIALS SCIENCE,0,0,2.8,1.8,0.6,0.2,0.2,0
